Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TP","Cultures et produits animaux","109","Jamaïque","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","32970","","Donnée officielle"
"TP","Cultures et produits animaux","109","Jamaïque","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","23863","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","110","Japon","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","529533","","Donnée officielle"
"TP","Cultures et produits animaux","110","Japon","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","560381","","Donnée officielle"
"TP","Cultures et produits animaux","112","Jordanie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","77348","","Donnée officielle"
"TP","Cultures et produits animaux","112","Jordanie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","55619","","Donnée officielle"
"TP","Cultures et produits animaux","108","Kazakhstan","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","160291","","Donnée officielle"
"TP","Cultures et produits animaux","108","Kazakhstan","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","188614","","Donnée officielle"
"TP","Cultures et produits animaux","114","Kenya","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","792","","Donnée officielle"
"TP","Cultures et produits animaux","113","Kirghizistan","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","18995","","Donnée officielle"
"TP","Cultures et produits animaux","113","Kirghizistan","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","26528","","Donnée officielle"
"TP","Cultures et produits animaux","83","Kiribati","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","961","","Donnée officielle"
"TP","Cultures et produits animaux","83","Kiribati","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","1568","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","118","Koweït","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","122425","","Donnée officielle"
"TP","Cultures et produits animaux","118","Koweït","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","140601","","Donnée officielle"
"TP","Cultures et produits animaux","122","Lesotho","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","14964","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","122","Lesotho","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","16919","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","119","Lettonie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","20438","","Donnée officielle"
"TP","Cultures et produits animaux","119","Lettonie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","37896","","Donnée officielle"
"TP","Cultures et produits animaux","121","Liban","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","9854","","Donnée officielle"
"TP","Cultures et produits animaux","121","Liban","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","5947","","Donnée officielle"
"TP","Cultures et produits animaux","123","Libéria","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","32583","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","123","Libéria","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","27543","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","124","Libye","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","88124","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","124","Libye","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","122274","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","126","Lituanie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","32970","","Donnée officielle"
"TP","Cultures et produits animaux","126","Lituanie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","35034","","Donnée officielle"
"TP","Cultures et produits animaux","256","Luxembourg","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","6952","","Donnée officielle"
"TP","Cultures et produits animaux","256","Luxembourg","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","7816","","Donnée officielle"
"TP","Cultures et produits animaux","154","Macédoine du Nord","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","34789","","Donnée officielle"
"TP","Cultures et produits animaux","154","Macédoine du Nord","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","37154","","Donnée officielle"
"TP","Cultures et produits animaux","129","Madagascar","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","6","","Donnée officielle"
"TP","Cultures et produits animaux","131","Malaisie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","55898","","Donnée officielle"
"TP","Cultures et produits animaux","131","Malaisie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","71410","","Donnée officielle"
"TP","Cultures et produits animaux","130","Malawi","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","182","","Donnée officielle"
"TP","Cultures et produits animaux","130","Malawi","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","295","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","132","Maldives","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","10114","","Donnée officielle"
"TP","Cultures et produits animaux","132","Maldives","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","12485","","Donnée officielle"
"TP","Cultures et produits animaux","133","Mali","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","416","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","133","Mali","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","175","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","134","Malte","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","5449","","Donnée officielle"
"TP","Cultures et produits animaux","134","Malte","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","5516","","Donnée officielle"
"TP","Cultures et produits animaux","143","Maroc","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","447","","Donnée officielle"
"TP","Cultures et produits animaux","143","Maroc","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","338","","Donnée officielle"
"TP","Cultures et produits animaux","137","Maurice","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","198","","Donnée officielle"
"TP","Cultures et produits animaux","137","Maurice","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","175","","Donnée officielle"
"TP","Cultures et produits animaux","136","Mauritanie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","24108","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","136","Mauritanie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","25565","","Donnée officielle"
"TP","Cultures et produits animaux","138","Mexique","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","777035","","Donnée officielle"
"TP","Cultures et produits animaux","138","Mexique","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","803932","","Donnée officielle"
"TP","Cultures et produits animaux","141","Mongolie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","5799","","Donnée officielle"
"TP","Cultures et produits animaux","141","Mongolie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","11642","","Donnée officielle"
"TP","Cultures et produits animaux","273","Monténégro","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","6337","","Donnée officielle"
"TP","Cultures et produits animaux","273","Monténégro","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","7268","","Donnée officielle"
"TP","Cultures et produits animaux","144","Mozambique","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","22594","","Donnée officielle"
"TP","Cultures et produits animaux","144","Mozambique","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","22288","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","28","Myanmar","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","191","","Donnée officielle"
"TP","Cultures et produits animaux","147","Namibie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","24052","","Donnée officielle"
"TP","Cultures et produits animaux","147","Namibie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","25793","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TP","Cultures et produits animaux","148","Nauru","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","484","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","148","Nauru","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","553","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","149","Népal","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","53","","Donnée officielle"
"TP","Cultures et produits animaux","149","Népal","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","181","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","157","Nicaragua","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","6553","","Donnée officielle"
"TP","Cultures et produits animaux","157","Nicaragua","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","5600","","Donnée officielle"
"TP","Cultures et produits animaux","158","Niger","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","4828","","Donnée officielle"
"TP","Cultures et produits animaux","158","Niger","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","1485","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","159","Nigéria","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","15672","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","160","Nioué","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","125","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","160","Nioué","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","63","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","162","Norvège","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","612","","Donnée officielle"
"TP","Cultures et produits animaux","162","Norvège","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","550","","Donnée officielle"
"TP","Cultures et produits animaux","153","Nouvelle-Calédonie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","8375","","Donnée officielle"
"TP","Cultures et produits animaux","153","Nouvelle-Calédonie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","8181","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","156","Nouvelle-Zélande","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","0","","Donnée officielle"
"TP","Cultures et produits animaux","221","Oman","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","114274","","Donnée officielle"
"TP","Cultures et produits animaux","221","Oman","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","117284","","Donnée officielle"
"TP","Cultures et produits animaux","226","Ouganda","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","259","","Donnée officielle"
"TP","Cultures et produits animaux","226","Ouganda","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","327","","Donnée officielle"
"TP","Cultures et produits animaux","235","Ouzbékistan","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","14118","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","235","Ouzbékistan","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","6248","","Donnée officielle"
"TP","Cultures et produits animaux","165","Pakistan","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","44","","Donnée officielle"
"TP","Cultures et produits animaux","165","Pakistan","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","319","","Donnée officielle"
"TP","Cultures et produits animaux","299","Palestine","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","7181","*","Chiffre non officiel"
"TP","Cultures et produits animaux","299","Palestine","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","9390","","Donnée officielle"
"TP","Cultures et produits animaux","166","Panama","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","11077","","Donnée officielle"
"TP","Cultures et produits animaux","166","Panama","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","14005","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","168","Papouasie-Nouvelle-Guinée","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","14455","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","168","Papouasie-Nouvelle-Guinée","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","18006","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","150","Pays-Bas","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","273219","","Donnée officielle"
"TP","Cultures et produits animaux","150","Pays-Bas","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","380381","","Donnée officielle"
"TP","Cultures et produits animaux","170","Pérou","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","25933","","Donnée officielle"
"TP","Cultures et produits animaux","170","Pérou","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","57661","","Donnée officielle"
"TP","Cultures et produits animaux","171","Philippines","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","167763","","Donnée officielle"
"TP","Cultures et produits animaux","171","Philippines","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","276597","","Donnée officielle"
"TP","Cultures et produits animaux","173","Pologne","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","16022","","Donnée officielle"
"TP","Cultures et produits animaux","173","Pologne","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","53302","","Donnée officielle"
"TP","Cultures et produits animaux","70","Polynésie française","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","15004","","Donnée officielle"
"TP","Cultures et produits animaux","70","Polynésie française","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","15293","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","174","Portugal","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","32308","","Donnée officielle"
"TP","Cultures et produits animaux","174","Portugal","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","43730","","Donnée officielle"
"TP","Cultures et produits animaux","179","Qatar","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","113078","","Donnée officielle"
"TP","Cultures et produits animaux","179","Qatar","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","118476","","Donnée officielle"
"TP","Cultures et produits animaux","212","République arabe syrienne","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","22300","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","212","République arabe syrienne","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","18276","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","37","République centrafricaine","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","2694","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","37","République centrafricaine","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","5730","","Donnée officielle"
"TP","Cultures et produits animaux","117","République de Corée","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","99886","","Donnée officielle"
"TP","Cultures et produits animaux","117","République de Corée","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","132483","","Donnée officielle"
"TP","Cultures et produits animaux","146","République de Moldova","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","15442","","Donnée officielle"
"TP","Cultures et produits animaux","146","République de Moldova","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","14363","","Donnée officielle"
"TP","Cultures et produits animaux","250","République démocratique du Congo","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","81722","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","250","République démocratique du Congo","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","116480","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","120","République démocratique populaire lao","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","42403","*","Chiffre non officiel"
"TP","Cultures et produits animaux","120","République démocratique populaire lao","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","38431","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","56","République dominicaine","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","9456","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TP","Cultures et produits animaux","56","République dominicaine","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","10112","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TP","Cultures et produits animaux","116","République populaire démocratique de Corée","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","56","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","215","République-Unie de Tanzanie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","308","","Donnée officielle"
"TP","Cultures et produits animaux","215","République-Unie de Tanzanie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","1126","","Donnée officielle"
"TP","Cultures et produits animaux","183","Roumanie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","100412","","Donnée officielle"
"TP","Cultures et produits animaux","183","Roumanie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","105781","","Donnée officielle"
"TP","Cultures et produits animaux","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","360051","","Donnée officielle"
"TP","Cultures et produits animaux","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","382643","","Donnée officielle"
"TP","Cultures et produits animaux","184","Rwanda","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","12","","Donnée officielle"
"TP","Cultures et produits animaux","184","Rwanda","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","1","","Donnée officielle"
"TP","Cultures et produits animaux","189","Sainte-Lucie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","8647","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","189","Sainte-Lucie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","3544","","Donnée officielle"
"TP","Cultures et produits animaux","188","Saint-Kitts-et-Nevis","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","2724","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TP","Cultures et produits animaux","188","Saint-Kitts-et-Nevis","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","3377","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","191","Saint-Vincent-et-les Grenadines","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","7510","","Donnée officielle"
"TP","Cultures et produits animaux","191","Saint-Vincent-et-les Grenadines","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","7219","","Donnée officielle"
"TP","Cultures et produits animaux","244","Samoa","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","10904","","Donnée officielle"
"TP","Cultures et produits animaux","244","Samoa","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","16640","","Donnée officielle"
"TP","Cultures et produits animaux","193","Sao Tomé-et-Principe","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","1855","","Donnée officielle"
"TP","Cultures et produits animaux","193","Sao Tomé-et-Principe","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","2208","","Donnée officielle"
"TP","Cultures et produits animaux","195","Sénégal","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","6","","Donnée officielle"
"TP","Cultures et produits animaux","195","Sénégal","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","31","","Donnée officielle"
"TP","Cultures et produits animaux","272","Serbie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","9735","","Donnée officielle"
"TP","Cultures et produits animaux","272","Serbie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","11456","","Donnée officielle"
"TP","Cultures et produits animaux","196","Seychelles","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","2309","","Donnée officielle"
"TP","Cultures et produits animaux","196","Seychelles","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","3210","","Donnée officielle"
"TP","Cultures et produits animaux","197","Sierra Leone","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","16685","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","197","Sierra Leone","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","17695","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","200","Singapour","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","120049","","Donnée officielle"
"TP","Cultures et produits animaux","200","Singapour","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","135619","","Donnée officielle"
"TP","Cultures et produits animaux","199","Slovaquie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","39870","","Donnée officielle"
"TP","Cultures et produits animaux","199","Slovaquie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","73736","","Donnée officielle"
"TP","Cultures et produits animaux","198","Slovénie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","11699","","Donnée officielle"
"TP","Cultures et produits animaux","198","Slovénie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","13661","","Donnée officielle"
"TP","Cultures et produits animaux","201","Somalie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","1598","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","201","Somalie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","3495","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","276","Soudan","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","573","","Donnée officielle"
"TP","Cultures et produits animaux","276","Soudan","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","1011","*","Chiffre non officiel"
"TP","Cultures et produits animaux","277","Soudan du Sud","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","818","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","277","Soudan du Sud","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","1102","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","38","Sri Lanka","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","513","","Donnée officielle"
"TP","Cultures et produits animaux","38","Sri Lanka","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","193","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","210","Suède","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","47596","","Donnée officielle"
"TP","Cultures et produits animaux","210","Suède","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","50129","","Donnée officielle"
"TP","Cultures et produits animaux","211","Suisse","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","37173","","Donnée officielle"
"TP","Cultures et produits animaux","211","Suisse","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","30720","","Donnée officielle"
"TP","Cultures et produits animaux","207","Suriname","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","24026","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","207","Suriname","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","17129","","Donnée officielle"
"TP","Cultures et produits animaux","208","Tadjikistan","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","30772","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","208","Tadjikistan","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","11050","*","Chiffre non officiel"
"TP","Cultures et produits animaux","39","Tchad","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","936","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","39","Tchad","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","1114","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","167","Tchéquie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","87471","","Donnée officielle"
"TP","Cultures et produits animaux","167","Tchéquie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","82586","","Donnée officielle"
"TP","Cultures et produits animaux","216","Thaïlande","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","3601","","Donnée officielle"
"TP","Cultures et produits animaux","216","Thaïlande","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","1176","","Donnée officielle"
"TP","Cultures et produits animaux","176","Timor-Leste","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","6095","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","176","Timor-Leste","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","9254","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","217","Togo","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","19380","","Donnée officielle"
"TP","Cultures et produits animaux","217","Togo","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","17423","","Donnée officielle"
"TP","Cultures et produits animaux","219","Tonga","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","9440","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","219","Tonga","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","12755","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","220","Trinité-et-Tobago","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","743","","Donnée officielle"
"TP","Cultures et produits animaux","220","Trinité-et-Tobago","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","20586","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","222","Tunisie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","74","","Donnée officielle"
"TP","Cultures et produits animaux","222","Tunisie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","1602","","Donnée officielle"
"TP","Cultures et produits animaux","213","Turkménistan","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","10135","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","213","Turkménistan","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","31261","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","223","Turquie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","887","","Donnée officielle"
